skv,X,Y,H,Ip,Il,W,r,rs,e,WL,Wp,jn,E12mk.w,jw,rd,d0.3,cluster,qname
1166(15),462812.19525850005,89458.37294079998,5.7,12.7,-0.118110236,17.8,2.0,2.72,0.6,32.0,19.3,,,,1.7,,Q,L.epIII-H
1103(15),463079.79634870007,89389.44801759998,8.0,13.6,-0.117647059,18.5,2.03,2.73,0.596,33.7,20.1,,,,1.71,,Q,L.epIII-H
1048(15),462729.0944071,89477.00079199998,2.8,16.2,-0.117283951,15.3,,,,33.4,17.2,,,,,,,L.epIII-H
1681(15),462600.3897043,89474.0201752,2.6,12.0,-0.116666667,17.9,1.95,2.7,0.636,31.3,19.3,,,,1.65,,Q,L.epIII-H
1065(15),462408.6487948,89543.7307392,14.5,13.8,-0.115942029,15.0,1.95,2.73,0.606,30.4,16.6,,,,1.7,,Q,L.epIII-H
1700(15),462811.1190946,89425.2890312,11.9,9.5,-0.115789474,17.0,1.84,2.7,0.72,27.6,18.1,,,,1.57,,Q,L.epIII-H
1065(15),462408.6487948,89543.7307392,17.0,12.1,-0.115702479,17.5,1.97,2.73,0.625,31.0,18.9,,,,1.68,,Q,L.epIII-H
1835(15),462580.1113267001,89496.30587360001,1.3,13.9,-0.115107914,19.0,1.95,2.72,0.659,34.5,20.6,,,,1.64,,Q,L.epIII-H
1324(15),461894.56492480007,89690.1396536,3.4,11.6,-0.112068966,15.1,1.95,2.7,0.598,28.0,16.4,,,,1.69,,Q,L.epIII-H
1048(15),462729.0944071,89477.00079199998,4.8,16.1,-0.111801242,16.0,1.95,2.72,0.619,33.9,17.8,,,,1.68,,Q,L.epIII-H
1615(15),460896.8634973001,89868.21377359999,2.1,25.3,-0.110671937,31.9,1.87,2.79,0.965,60.0,34.7,,,,1.42,,N,edH
1700(15),462811.1190946,89425.2890312,14.4,12.7,-0.11023622,15.9,2.04,2.74,0.557,30.0,17.3,,,,1.76,,Q,L.epIII-H
1227(15),463608.9727612,89354.21999119998,0.3,16.07,-0.109520846,23.15,1.94,2.71,0.715,40.98,24.91,,,,1.58,,Q,L.epIII-H
1807(15),460960.71713859995,89853.69481039997,1.0,26.2,-0.106870229,23.7,1.95,2.76,0.747,52.7,26.5,,,,1.58,,Q,edH
1215(15),462923.0851366,89365.13732000001,0.5,16.65,-0.106306306,22.03,2.01,2.71,0.642,40.45,23.8,,,,1.65,,Q,L.epII
1064(15),463082.00492200005,89384.0636344,10.5,19.8,-0.106060606,21.0,2.0,2.8,0.6970000000000001,42.9,23.1,,,,1.65,,Q,L.epIII-H
1667(15),462058.9780207,89620.73558319997,4.9,19.0,-0.105263158,19.0,2.03,2.76,0.614,40.0,21.0,,,,1.71,,Q,L.epIII-H
1162(15),462811.3590754001,89446.32600239998,6.0,12.4,-0.10483871,16.2,2.1,2.73,0.508,29.9,17.5,,,,1.81,,Q,L.epIII-H
1157(15),462433.61804709997,89509.9468464,6.0,16.6,-0.102409639,18.3,2.1,2.72,0.528,36.6,20.0,,,,1.78,,Q,L.epIII-H
1239(15),461201.2378954,89815.756524,9.6,17.7,-0.101694915,23.2,2.03,2.79,0.691,42.7,25.0,,,,1.65,,Q,edH
1408(15),463278.25672059995,89358.14953360001,2.2,13.37,-0.100224383,19.27,1.89,2.71,0.715,33.98,20.61,,,,1.58,,Q,L.epIII-H
1206(15),462888.1116847,89370.2914984,0.7,14.57,-0.099519561,21.69,1.99,2.71,0.652,37.71,23.14,,,,1.64,,Q,L.epII
1614(15),460684.74296829995,89919.18807599998,4.8,19.1,-0.09947644,19.4,2.03,2.81,0.653,40.4,21.3,,,,1.7,,Q,mHn
1823(15),463175.3012077,89376.25942399997,1.3,17.1,-0.099415205,18.0,,,,36.8,19.7,,,,,,,L.epIII-H
1621(15),460847.67493269994,89862.5576952,0.7,18.3,-0.098360656,27.4,1.85,2.78,0.917,47.5,29.2,,,,1.45,,Q,edH
1153(15),463830.77126590005,89537.71998479999,4.0,20.5,-0.097560976,20.2,1.97,2.79,0.701,42.7,22.2,,,,1.64,,Q,edH
1134(15),463845.5075869,89537.63700399997,3.5,15.5,-0.096774194,18.6,2.05,2.75,0.59,35.6,20.1,,,,1.73,,Q,edH
1490(15),463713.61938880006,89448.36170879997,1.5,15.5,-0.096774194,15.0,2.01,2.72,0.5539999999999999,32.0,16.5,,,,1.75,,Q,L.epI
1711(15),462496.74049690005,89482.0572672,9.0,11.4,-0.096491228,16.5,1.93,2.7,0.627,29.0,17.6,,,,1.66,,Q,L.epIII-H
1222(15),463096.4112694,89376.5431648,1.0,15.3,-0.095424837,21.17,1.88,2.71,0.748,37.93,22.63,,,,1.55,,Q,L.epIII-H
1808(15),460929.4446406,89859.23846319997,0.7,19.4,-0.092783505,22.6,1.99,2.75,0.698,43.8,24.4,,,,1.62,,Q,edH
1882(15),462300.97615929996,89536.3066344,0.7,14.1,-0.092198582,20.0,1.97,2.72,0.659,35.4,21.3,,,,1.64,,Q,L.epIII-H
1146(15),462384.6132178,89519.48428479998,11.3,18.6,-0.091397849,18.0,2.12,2.73,0.517,38.3,19.7,,,,1.8,,Q,L.epIII-H
1420(15),463741.4309137,89461.3441888,1.8,12.52,-0.091054313,19.15,2.02,2.7,0.588,32.81,20.29,,,,1.7,,Q,L.epI
1657(15),462318.6109984,89586.93830639998,4.9,13.3,-0.090225564,15.9,2.0,2.72,0.5720000000000001,30.4,17.1,,,,1.73,,Q,L.epIII-H
1132(15),463719.00770769996,89435.43276479997,14.5,20.0,-0.09,20.9,2.06,2.805,0.65,42.7,22.7,,,,1.7,,Q,L.epII
1009(15),461162.92721049994,89818.87231919997,8.5,20.0,-0.09,18.2,1.95,2.77,0.679,40.0,20.0,,,,1.65,,Q,edH
1157(15),462433.61804709997,89509.9468464,12.0,11.3,-0.088495575,16.0,2.09,2.72,0.511,28.3,17.0,,,,1.8,,Q,L.epIII-H
1012(15),461166.2944410999,89820.92007119999,3.5,11.3,-0.088495575,13.0,1.9,2.72,0.619,25.3,14.0,,,,1.68,,Q,edH
1179(15),462382.79461329995,89507.41459359998,5.8,14.7,-0.088435374,14.7,1.96,2.72,0.591,30.7,16.0,,,,1.71,,Q,L.epII
1203(15),462843.0515398001,89424.69076639999,3.5,14.03,-0.08838203800000001,18.32,2.09,2.71,0.531,33.59,19.56,,,,1.77,,Q,L.epIII-H
1024(15),462966.20668660005,89368.66935760001,1.0,18.83,-0.087095061,22.12,1.99,2.72,0.669,42.59,23.76,,,,1.63,,Q,L.epII
1163(15),462811.82778790005,89443.64518719997,8.0,16.3,-0.085889571,16.3,,,,34.0,17.7,,,,,,,L.epIII-H
1148(15),462449.4942769,89505.06436319998,3.0,14.1,-0.08510638300000001,15.1,2.04,2.72,0.537,30.4,16.3,,,,1.77,,Q,L.epIII-H
1160(15),462757.6858696,89465.67792799998,7.0,14.1,-0.08510638300000001,14.7,2.0,2.72,0.563,30.0,15.9,,,,1.74,,Q,L.epIII-H
1012(15),461166.2944410999,89820.92007119999,5.8,23.6,-0.084745763,23.0,2.0,2.74,0.6809999999999999,48.6,25.0,,,,1.63,,Q,edH
1862(15),462439.9137934001,89505.7442704,11.3,14.3,-0.083916084,16.0,1.97,2.72,0.6,31.5,17.2,,,,1.7,,Q,L.epIII-H
1710(15),462712.4082421,89451.47616559998,9.5,13.2,-0.083333333,17.2,1.85,2.72,0.722,31.5,18.3,,,,1.58,,Q,L.epIII-H
1882(15),462300.97615929996,89536.3066344,4.8,15.7,-0.082802548,14.8,2.07,2.72,0.511,31.8,16.1,,,,1.8,,Q,L.epIII-H
1165(15),462811.7940406,89455.99460399998,7.7,14.7,-0.081632653,19.6,2.0,2.72,0.629,35.5,20.8,,,,1.67,,Q,L.epIII-H
1063(15),463258.24457170005,89350.40688960001,17.0,16.2,-0.080246914,19.6,2.0,2.72,0.629,37.1,20.9,,,,1.67,,Q,L.epIII-H
1142(15),463829.1626446,89500.95012159998,3.7,18.0,-0.07777777799999999,20.6,2.05,2.79,0.6409999999999999,40.0,22.0,,,,1.7,,Q,edH
1579(15),462747.5766784,89444.16180959999,9.8,14.2,-0.077464789,16.1,1.96,2.72,0.609,31.4,17.2,,,,1.69,,Q,L.epIII-H
1148(15),462449.4942769,89505.06436319998,6.0,16.8,-0.077380952,17.9,2.1,2.72,0.528,36.0,19.2,,,,1.78,,Q,L.epIII-H
1697(15),462468.4677589001,89490.49320239999,14.0,10.4,-0.076923077,17.8,1.94,2.7,0.636,29.0,18.6,,,,1.65,,Q,L.epIII-H
1157(15),462433.61804709997,89509.9468464,3.0,14.3,-0.076923077,14.0,2.06,2.72,0.503,29.4,15.1,,,,1.81,,Q,L.epIII-H
1257(15),460828.40147469996,89877.50762319998,9.5,27.5,-0.072727273,35.2,1.8,2.79,1.098,64.7,37.2,,,,1.33,,N,edH
1293(15),462473.5186048001,89529.71233760001,0.7,16.7,-0.071856287,18.0,1.83,2.72,0.755,35.9,19.2,,,,1.55,,Q,L.epIII-H
1262(15),463981.82418070006,89658.78897200001,4.0,19.6,-0.071428571,24.4,2.02,2.76,0.7040000000000001,45.4,25.8,,,,1.62,,Q,edH
1840(15),462541.7143987001,89494.74128399997,4.1,15.5,-0.070967742,18.0,1.9,2.72,0.6890000000000001,34.6,19.1,,,,1.61,,Q,L.epIII-H
1850(15),461636.39807980007,89744.32879279998,3.7,14.1,-0.07092198599999999,14.9,2.0,2.72,0.563,30.0,15.9,,,,1.74,,Q,L.epII
1013(15),461160.33616779995,89816.40297119998,6.0,26.9,-0.07063197,28.9,1.89,2.76,0.878,57.7,30.8,,,,1.47,,N,edH
1699(15),462810.4553977,89428.1799752,2.5,11.4,-0.070175439,17.8,1.95,2.7,0.627,30.0,18.6,,,,1.66,,Q,L.epIII-H
1633(15),463873.2816148,89620.65126399999,0.9,25.8,-0.069767442,24.8,1.97,2.74,0.7340000000000001,52.4,26.6,,,,1.58,,Q,edH
1424(15),463759.17074440006,89473.23587280001,0.9,16.46,-0.069258809,21.48,1.97,2.71,0.6729999999999999,39.08,22.62,,,,1.62,,Q,edH
1164(15),462810.2341654,89440.97641759997,8.0,15.9,-0.06918239,16.8,,,,33.8,17.9,,,,,,,L.epIII-H
1161(15),462776.17938999995,89463.93533119999,3.3,16.0,-0.06875,15.5,2.0,2.72,0.5720000000000001,32.6,16.6,,,,1.73,,Q,L.epIII-H
1689(15),462736.96127770003,89451.33429520001,4.5,13.1,-0.06870229,17.0,1.89,2.7,0.667,31.0,17.9,,,,1.62,,Q,L.epIII-H
1803(15),460993.17454180005,89848.29168960001,0.8,20.9,-0.066985646,22.2,1.98,2.76,0.7040000000000001,44.5,23.6,,,,1.62,,Q,edH
384-03(15),461131.6472131001,89822.4659232,6.4,18.0,-0.066666667,29.1,,,,48.3,30.3,,,,,,,edH
1054(15),462668.92297119997,89467.83810559998,4.8,15.1,-0.066225166,15.0,2.0,2.72,0.563,31.1,16.0,,,,1.74,,Q,L.epIII-H
2082(15),463045.00288240006,89409.88003199999,8.7,12.2,-0.06557377,17.0,2.06,2.72,0.545,30.0,17.8,,,,1.76,,Q,L.epIII-H
1840(15),462541.7143987001,89494.74128399997,0.5,15.3,-0.065359477,22.0,1.92,2.72,0.732,38.3,23.0,,,,1.57,,Q,L.epIII-H
1055(15),462663.15218290006,89485.65087119998,2.2,12.6,-0.063492063,16.5,,,,29.9,17.3,,,,,,,L.epIII-H
1162(15),462811.3590754001,89446.32600239998,8.0,15.8,-0.06329113900000001,16.8,2.1,2.73,0.517,33.6,17.8,,,,1.8,,Q,L.epIII-H
385-03(15),461095.4701075,89829.615656,7.0,16.0,-0.0625,18.0,,,,35.0,19.0,,,,,,,edH
1710(15),462712.4082421,89451.47616559998,2.7,13.0,-0.061538462,18.1,1.9,2.72,0.6890000000000001,31.9,18.9,,,,1.61,,Q,L.epIII-H
1487(15),460855.6392955,89868.9084032,3.7,34.2,-0.061403509,39.8,1.82,2.8,1.154,76.1,41.9,,,,1.3,,N,edH
1296(15),462450.1879714001,89520.35558319998,0.8,16.3,-0.061349693,19.0,1.89,2.72,0.711,36.3,20.0,,,,1.59,,Q,L.epIII-H
1665(15),462076.3316323001,89626.2886048,4.9,20.1,-0.059701493,17.7,2.11,2.72,0.52,39.0,18.9,,,,1.79,,Q,L.epIII-H
1705(15),462812.90770150005,89409.98442719998,5.8,15.1,-0.059602649,17.7,1.9,2.72,0.6890000000000001,33.7,18.6,,,,1.61,,Q,L.epIII-H
1102(15),463083.19732659997,89392.31487039998,24.0,17.1,-0.058479532,23.9,2.03,2.7,0.6459999999999999,42.0,24.9,,,,1.64,,Q,L.epIII-H
1605(15),460625.70019209996,89935.46569679998,3.0,17.1,-0.058479532,23.0,,,,41.1,24.0,,,,,,,mHn
1697(15),462468.4677589001,89490.49320239999,16.8,10.4,-0.057692308,19.0,2.0,2.72,0.619,30.0,19.6,,,,1.68,,Q,L.epIII-H
1221(15),463093.85397399997,89374.07247839998,0.5,16.71,-0.057450628,21.77,1.91,2.71,0.726,39.44,22.73,,,,1.57,,Q,L.epIII-H
1579(15),462747.5766784,89444.16180959999,5.8,12.2,-0.05737704900000001,15.7,1.84,2.72,0.711,28.6,16.4,,,,1.59,,Q,L.epIII-H
1012(15),461166.2944410999,89820.92007119999,9.8,18.0,-0.055555556,20.0,1.96,2.75,0.687,39.0,21.0,,,,1.63,,Q,edH
1409(15),463312.54772709997,89355.48611760001,3.8,11.21,-0.05441569999999999,18.17,1.94,2.7,0.6459999999999999,29.99,18.78,,,,1.64,,Q,L.epIII-H
1862(15),462439.9137934001,89505.7442704,13.6,13.0,-0.053846154000000014,17.0,2.05,2.7,0.5429999999999999,30.7,17.7,,,,1.75,,Q,L.epIII-H
1121(15),463052.3260465,89416.05674799997,9.0,16.8,-0.053571429,16.7,2.04,2.72,0.5539999999999999,34.4,17.6,,,,1.75,,Q,L.epIII-H
1579(15),462747.5766784,89444.16180959999,7.8,13.1,-0.053435115,16.1,1.88,2.72,0.679,29.9,16.8,,,,1.62,,Q,L.epIII-H
1518(15),463786.2060814001,89577.5440768,3.0,17.0,-0.052941176,21.1,,,,39.0,22.0,,,,,,,edH
1620(15),460882.4234026001,89855.80145199999,4.8,19.0,-0.052631579000000005,29.0,1.9,2.78,0.8909999999999999,49.0,30.0,,,,1.47,,Q,edH
1530(15),460702.9927582,89906.28188479997,13.5,17.2,-0.052325581,27.1,1.81,2.73,0.923,45.2,28.0,,,,1.42,,Q,mHn
1863(15),462091.5779125,89650.3021776,4.9,15.3,-0.052287582,16.0,2.09,2.72,0.511,32.1,16.8,,,,1.8,,Q,L.epIII-H
1148(15),462449.4942769,89505.06436319998,12.0,15.7,-0.050955414,15.7,2.07,2.72,0.52,32.2,16.5,,,,1.79,,Q,L.epIII-H
1579(15),462747.5766784,89444.16180959999,3.8,13.8,-0.050724638,16.5,1.83,2.72,0.732,31.0,17.2,,,,1.57,,Q,L.epIII-H
1155(15),463833.0210859,89551.35025039998,3.5,18.0,-0.05,22.2,2.04,2.8,0.677,41.1,23.1,,,,1.67,,Q,edH
-25,471882.5020759,90357.1232632,21.5,11.97,-0.05,19.55,2.03,,,32.08,20.11,,,,1.7,,,L.epII
1063(15),463258.24457170005,89350.40688960001,10.5,16.3,-0.049079755,19.0,2.0,2.72,0.619,36.1,19.8,,,,1.68,,Q,L.epIII-H
1122(15),463048.8313261,89411.10734480001,6.0,14.5,-0.048275862,15.5,2.03,2.72,0.545,30.7,16.2,,,,1.76,,Q,L.epIII-H
1904(15),462292.19061219995,89569.98211679998,1.6,14.7,-0.047619048,16.7,1.95,2.72,0.629,32.1,17.4,,,,1.67,,Q,L.epIII-H
1672(15),462367.8258109,89541.2747752,2.9,17.0,-0.047058824000000006,18.2,2.0,2.76,0.633,36.0,19.0,,,,1.69,,Q,L.epIII-H
1706(15),462813.5863972,89406.6772408,23.8,12.8,-0.046875,20.0,2.02,2.73,0.625,33.4,20.6,,,,1.68,,Q,L.epIII-H
1164(15),462810.2341654,89440.97641759997,6.0,15.0,-0.046666667,16.3,,,,32.0,17.0,,,,,,,L.epIII-H
1718(15),463708.8572698,89446.64721839999,10.8,17.2,-0.046511628,23.2,1.96,2.72,0.711,41.2,24.0,,,,1.59,,Q,L.epI
1701(15),462810.9878551001,89422.38871839998,22.3,15.29,-0.046435579000000005,20.4,1.95,2.72,0.679,36.4,21.11,,,,1.62,,Q,L.epIII-H
1117(15),463021.9459771,89395.980748,2.0,17.4,-0.045977011,17.6,2.03,2.77,0.601,35.8,18.4,,,,1.73,,Q,L.epIII-H
1653(15),462319.5709216,89569.22859760001,4.9,15.4,-0.045454545,15.4,2.0,2.72,0.5720000000000001,31.5,16.1,,,,1.73,,Q,L.epIII-H
1526(15),463679.69960260007,89380.85682799997,0.7,19.9,-0.045226131,21.0,1.95,2.75,0.708,41.8,21.9,,,,1.61,,Q,L.epIII-H
1162(15),462811.3590754001,89446.32600239998,4.0,13.4,-0.044776119,16.0,2.1,2.73,0.508,30.0,16.6,,,,1.81,,Q,L.epIII-H
1061(15),462623.0941378,89487.11641919999,4.8,15.8,-0.044303797,16.0,2.0,2.72,0.581,32.5,16.7,,,,1.72,,Q,L.epIII-H
1231(15),463704.11014959996,89394.19933759997,3.1,13.12,-0.044207317,16.8,1.99,2.71,0.594,30.5,17.38,,,,1.7,,Q,L.epIII-H
1121(15),463052.3260465,89416.05674799997,11.0,18.1,-0.044198895,18.8,2.11,2.72,0.528,37.7,19.6,,,,1.78,,Q,L.epIII-H
384-03(15),461131.6472131001,89822.4659232,0.8,16.2,-0.043209877,17.5,2.02,2.72,0.581,34.4,18.2,,,,1.72,,Q,edH
1704(15),462813.8826235001,89413.28224480001,22.8,14.2,-0.042253521,21.0,2.02,2.73,0.635,35.8,21.6,,,,1.67,,Q,L.epIII-H
1147(15),462427.82851029997,89497.33376479999,5.0,14.6,-0.04109589,15.1,2.13,2.73,0.476,30.3,15.7,,,,1.85,,Q,L.epII
1849(15),463724.8909870001,89429.701736,17.9,17.2,-0.040697674,20.0,2.04,2.8,0.647,37.9,20.7,,,,1.7,,Q,L.epII
1712(15),462500.4339514001,89490.7100232,5.0,14.8,-0.040540541,18.3,1.98,2.72,0.629,33.7,18.9,,,,1.67,,Q,L.epIII-H
1064(15),463082.00492200005,89384.0636344,5.8,15.2,-0.039473684,15.9,,,,31.7,16.5,,,,,,,L.epIII-H
1701(15),462810.9878551001,89422.38871839998,10.9,10.5,-0.038095238,17.1,1.73,2.75,0.858,28.0,17.5,,,,1.48,,Q,L.epIII-H
1255(15),460818.31853140006,89871.78060960001,3.0,26.7,-0.037453184,27.5,1.94,2.84,0.868,55.2,28.5,,,,1.52,,N,edH
1168(15),462810.88661320007,89449.00681759998,6.5,13.4,-0.037313433,15.4,1.95,2.72,0.609,29.3,15.9,,,,1.69,,Q,L.epIII-H
1530(15),460702.9927582,89906.28188479997,8.0,21.6,-0.037037037,31.9,1.84,2.73,0.964,54.3,32.7,,,,1.39,,N,mHn
1179(15),462382.79461329995,89507.41459359998,17.8,13.6,-0.036764706,14.5,2.04,2.72,0.528,28.6,15.0,,,,1.78,,Q,L.epII
1245(15),460761.0418639001,89889.47559599997,0.6,27.3,-0.036630037,29.3,1.94,2.79,0.86,57.6,30.3,,,,1.5,,N,edH
1530(15),460702.9927582,89906.28188479997,10.0,21.9,-0.03652968,,1.8,2.73,1.053,58.0,36.1,,,,1.33,,,mHn
1257(15),460828.40147469996,89877.50762319998,6.4,30.6,-0.035947712,35.2,1.82,2.79,1.067,66.9,36.3,,,,1.35,,N,edH
1705(15),462812.90770150005,89409.98442719998,18.8,8.5,-0.035294118,15.8,1.89,2.7,0.6559999999999999,24.6,16.1,,,,1.63,,Q,L.epIII-H
1326(15),461860.45390390005,89695.71007439998,2.6,11.4,-0.035087719,14.5,1.85,2.7,0.667,26.3,14.9,,,,1.62,,Q,L.epIII-H
1201(15),462844.43517909996,89419.31173680001,0.7,16.69,-0.034751348,21.72,2.02,2.71,0.633,38.99,22.3,,,,1.66,,Q,L.epIII-H
1157(15),462433.61804709997,89509.9468464,15.0,18.0,-0.033333333,18.4,2.09,2.72,0.537,37.0,19.0,,,,1.77,,Q,L.epIII-H
1108(15),463100.43094780005,89392.63340959998,8.0,15.0,-0.033333333,17.8,2.12,2.74,0.522,33.3,18.3,,,,1.8,,Q,L.epIII-H
1704(15),462813.8826235001,89413.28224480001,19.8,9.1,-0.032967033,16.0,,,,25.4,16.3,,,,,,,L.epIII-H
1849(15),463724.8909870001,89429.701736,15.9,18.2,-0.032967033,18.0,2.09,2.8,0.5820000000000001,36.8,18.6,,,,1.77,,Q,L.epII
1487(15),460855.6392955,89868.9084032,5.7,32.0,-0.03125,38.9,1.83,2.8,1.121,71.9,39.9,,,,1.32,,N,edH
1332(15),462086.6208091,89610.9036968,4.3,13.0,-0.030769231,18.0,1.98,2.72,0.619,31.4,18.4,,,,1.68,,Q,L.epIII-H
1054(15),462668.92297119997,89467.83810559998,2.5,17.0,-0.029411765,16.5,,,,34.0,17.0,,,,,,,L.epIII-H
1705(15),462812.90770150005,89409.98442719998,22.2,14.3,-0.027972028,21.0,2.05,2.72,0.609,35.7,21.4,,,,1.69,,Q,L.epIII-H
1129(15),462483.42906190007,89495.36096319999,17.8,14.6,-0.02739726,16.5,2.08,2.73,0.525,31.5,16.9,,,,1.79,,Q,L.epIII-H
1515(15),463769.1786937,89565.736712,3.8,14.6,-0.02739726,15.0,,,,30.0,15.4,,,,,,,edH
1063(15),463258.24457170005,89350.40688960001,15.0,14.6,-0.02739726,17.0,2.0,2.72,0.591,32.0,17.4,,,,1.71,,Q,L.epIII-H
1163(15),462811.82778790005,89443.64518719997,10.0,14.9,-0.026845638,15.6,,,,30.9,16.0,,,,,,,L.epIII-H
1201(15),462844.43517909996,89419.31173680001,1.8,13.47,-0.025983667,18.0,2.0,2.71,0.604,31.82,18.35,,,,1.69,,Q,L.epIII-H
3005(15),462302.3522992001,89560.10338639998,5.9,11.8,-0.025423729,15.8,1.75,2.72,0.8009999999999999,27.9,16.1,,,,1.51,,Q,L.epIII-H
1602(15),460602.628288,89946.02165760001,5.9,19.8,-0.025252525,28.6,1.91,2.83,0.899,48.9,29.1,,,,1.49,,N,mIIIkg
1806(15),460955.4638089001,89848.51921760001,1.0,24.8,-0.024193548,25.4,1.95,2.76,0.769,50.8,26.0,,,,1.56,,Q,edH
1179(15),462382.79461329995,89507.41459359998,15.7,16.8,-0.023809524,16.5,2.08,2.72,0.52,33.7,16.9,,,,1.79,,Q,L.epII
1718(15),463708.8572698,89446.64721839999,5.3,13.0,-0.023076923,21.0,1.89,2.73,0.75,34.3,21.3,,,,1.56,,Q,L.epI
1810(15),460926.9623392001,89856.57504719998,2.1,17.9,-0.022346369,27.0,1.84,2.8,0.931,45.3,27.4,,,,1.45,,Q,edH
1257(15),460828.40147469996,89877.50762319998,12.8,27.2,-0.022058824,34.2,1.96,2.84,0.945,62.0,34.8,,,,1.46,,N,edH
1411(15),463389.2778382,89349.6667544,1.8,11.48,-0.020905923,18.67,,,,30.39,18.91,,,,,,,L.epIII-H
1013(15),461160.33616779995,89816.40297119998,7.9,25.0,-0.02,26.8,1.9,2.74,0.8270000000000001,52.3,27.3,,,,1.5,,Q,edH
1709(15),462845.0838772,89433.76913359998,12.5,10.7,-0.018691589,15.5,1.9,2.7,0.636,26.4,15.7,,,,1.65,,Q,L.epIII-H
1870(15),462041.84189170005,89632.73835439997,1.5,16.1,-0.01863354,18.9,2.04,2.72,0.581,35.3,19.2,,,,1.72,,Q,L.epIII-H
3006(15),462357.5328844001,89528.83702400001,9.0,12.0,-0.016666667,17.2,1.85,2.72,0.722,29.4,17.4,,,,1.58,,Q,L.epIII-H
1346(15),462133.2445789001,89609.3966584,2.6,12.6,-0.015873016,17.8,1.92,2.72,0.669,30.6,18.0,,,,1.63,,Q,L.epIII-H
1202(15),462843.71148700005,89420.9673376,2.8,12.66,-0.015797788,16.8,2.13,2.7,0.484,29.66,17.0,,,,1.82,,Q,L.epIII-H
1116(15),463040.4169993,89406.2007704,8.2,12.8,-0.015625,19.1,2.07,2.77,0.598,32.1,19.3,,,,1.74,,Q,L.epIII-H
1526(15),463679.69960260007,89380.85682799997,9.8,19.4,-0.015463918,21.5,2.04,2.8,0.667,41.2,21.8,,,,1.68,,Q,L.epIII-H
1012(15),461166.2944410999,89820.92007119999,7.6,13.0,-0.015384615,19.0,1.93,2.72,0.679,32.2,19.2,,,,1.62,,Q,edH
1252(15),460791.77065540006,89881.85073119999,3.0,26.4,-0.015151515,39.0,1.85,2.84,1.135,65.8,39.4,,,,1.33,,N,edH
3006(15),462357.5328844001,89528.83702400001,3.0,13.4,-0.014925373,18.1,1.9,2.72,0.6890000000000001,31.7,18.3,,,,1.61,,Q,L.epIII-H
1162(15),462811.3590754001,89446.32600239998,2.0,14.4,-0.013888889,15.8,2.09,2.73,0.517,30.4,16.0,,,,1.8,,Q,L.epIII-H
1232(15),463714.4855695001,89406.9516128,4.0,14.24,-0.013342697,19.8,2.02,2.71,0.604,34.23,19.99,,,,1.69,,Q,L.epIII-H
1131(15),462308.90302510007,89565.39140479999,20.5,15.0,-0.013333333,19.9,2.02,2.7,0.607,35.1,20.1,,,,1.68,,Q,L.epIII-H
3039(15),463051.3586239001,89413.56330879997,10.3,15.1,-0.013245033,18.1,2.04,2.71,0.5660000000000001,33.4,18.3,,,,1.73,,Q,L.epIII-H
1102(15),463083.19732659997,89392.31487039998,8.0,15.2,-0.013157895,16.0,2.07,2.7,0.517,31.4,16.2,,,,1.78,,Q,L.epIII-H
1805(15),460958.51231500006,89850.73159279997,5.1,23.8,-0.012605042,25.5,1.96,2.74,0.7559999999999999,49.6,25.8,,,,1.56,,Q,edH
1530(15),460702.9927582,89906.28188479997,16.0,24.7,-0.012145749,40.0,1.81,2.73,1.116,65.0,40.0,,,,1.29,,N,mHn
1142(15),463829.1626446,89500.95012159998,5.5,25.1,-0.011952191,27.1,1.98,2.79,0.7879999999999999,52.5,27.4,,,,1.56,,N,edH
1001(15),463034.6724589001,89356.8231792,1.5,14.2,-0.01056338,20.39,1.92,2.71,0.7040000000000001,34.74,20.54,,,,1.59,,Q,L.epII
1235(15),461235.37141450006,89810.18074960001,7.5,21.3,-0.009389671,21.3,2.02,2.79,0.6709999999999999,42.8,21.5,,,,1.67,,Q,edH
1805(15),460958.51231500006,89850.73159279997,1.4,21.9,-0.00913242,22.5,1.96,2.78,0.738,44.6,22.7,,,,1.6,,Q,edH
1702(15),462810.8041198,89418.2544008,12.1,11.1,-0.009009009,15.0,1.86,2.72,0.679,26.2,15.1,,,,1.62,,Q,L.epIII-H
3006(15),462357.5328844001,89528.83702400001,15.0,11.6,-0.00862069,17.4,1.85,2.72,0.722,29.1,17.5,,,,1.58,,Q,L.epIII-H
1709(15),462845.0838772,89433.76913359998,22.0,12.7,-0.007874016,22.2,2.08,2.72,0.6,35.0,22.3,,,,1.7,,Q,L.epIII-H
1411(15),463389.2778382,89349.6667544,4.8,10.88,-0.007352941,18.04,1.93,2.7,0.6459999999999999,29.0,18.12,,,,1.64,,Q,L.epIII-H
1162(15),462811.3590754001,89446.32600239998,10.0,13.9,-0.007194245,16.0,2.1,2.73,0.508,30.0,16.1,,,,1.81,,Q,L.epIII-H
1861(15),461470.08013630006,89767.78023759997,4.9,13.9,-0.007194245,17.4,2.13,2.72,0.503,31.4,17.5,,,,1.81,,Q,L.epII
1632(15),463931.8144318,89638.030388,0.7,27.9,-0.007168459,29.8,1.82,2.82,1.014,57.9,30.0,,,,1.4,,N,edH
1617(15),460965.89172459993,89857.23487839998,0.6,28.0,-0.007142857,29.8,1.88,2.76,0.93,58.0,30.0,,,,1.43,,N,edH
